,mean,median,std
layer1,36.7300713477289,36.07629963405,3.9893961018270674
layer2,22.503793806297058,21.765333507210016,4.900770201714182
layer3,29.69535931161657,28.27499172487296,6.949384617173047
layer4,460.07134821372375,426.9996510073543,227.69043692484354
