,mean,median,std
layer1,38.856034281996706,38.180742007999996,4.5101020926807625
layer2,23.074719039931608,22.257904924452305,5.14615707617151
layer3,30.03622857562138,28.722937014419582,6.752934901898363
layer4,486.3143540150961,427.0321021601558,252.6505166684303
