,mean,median,std
layer1,33.00321064001192,32.251036946000006,3.687018777073909
layer2,22.85897822451584,22.321453442797065,5.24596343460355
layer3,30.26592817762451,29.600569928297777,7.530810074314434
layer4,444.5915827134586,410.5801724791527,171.99660870426865
