,mean,median,std
layer1,34.75538164662449,34.04003818545,3.8722088422419594
layer2,22.65664204830905,21.747553756460547,5.047808464640375
layer3,29.252373653989075,28.03491564374417,7.242275316853328
layer4,455.79637218091864,432.1400332003832,193.64137114881675
