,mean,median,std
layer1,40.98926151257649,40.344683140499995,4.6502699919848425
layer2,23.699046567261778,22.931700391694903,5.4654417183807
layer3,30.268017176223314,29.035374586470425,6.811497216624417
layer4,456.79025609692445,437.2571451216936,223.91081795312869
