,mean,median,std
layer1,32.02815803162828,31.35238973625,3.597790196626325
layer2,23.206784085486124,22.89589622244239,5.687444956677204
layer3,30.965670264017177,29.884965032339096,7.729838217611882
layer4,430.7341993706567,420.98309226334095,140.74547603392904
