noisy_features_features
0.7592939
1.099275
1.2346038
1.4572636
1.4345462
1.3178823
1.3447497
1.2556471
1.0958438
0.9793939
1.039289
0.995168
1.1485364
1.0056169
0.97967935
0.70366544
0.9570795
1.1379449
1.3060409
1.3023055
1.2284616
1.1312876
1.5216155
1.3470808
1.5720019
1.5473245
1.5178716
1.6957588
1.7171324
1.4556895
1.525308
1.6551629
1.755517
1.6322567
1.6218209
1.4335278
1.3447142
0.8904544
0.660396
0.7331615
0.97183335
0.8847313
0.85553247
0.7775427
0.77687174
1.0283427
1.1504568
1.1214551
1.0628972
1.0537689
1.1130071
1.2708436
1.386825
1.2362823
1.3824166
1.3069711
0.67411375
1.1658738
1.1833124
1.3321764
1.2203096
1.184837
1.0801754
1.0325058
0.9336185
1.0189024
1.2248672
1.2200541
1.285233
1.2684605
1.0495741
0.83959234
1.0455673
1.2603177
1.1246884
0.95734
0.86418664
0.82708776
0.78570575
1.1044338
1.0258663
0.856511
0.84231573
0.9710305
1.0377319
1.0973805
0.99351555
1.2675155
1.3143687
0.94181526
0.70846975
0.6896635
0.7963237
0.58296615
0.43434313
0.86388236
1.2563479
1.171525
1.1142907
1.0926859
1.1725521
1.3804568
1.3131636
1.1608591
1.0578299
1.022866
0.9065845
1.0698445
1.0955992
1.218014
1.5554799
1.1544439
0.6679168
1.1211778
1.1601808
0.99690765
0.88200605
0.8353817
0.78700393
0.8288264
0.919208
1.0369204
0.9800571
0.94825864
1.0967793
1.1004841
0.8921547
0.8081245
0.98706186
1.1152618
0.877237
0.69100165
0.7157438
0.56372654
0.7898034
0.90935767
0.8383762
0.8565421
0.84454215
0.7421442
0.7572417
1.0001287
1.1543589
1.138072
1.0171319
0.89301
0.7068748
0.73899245
0.95583755
0.82377636
0.33055496
0.5996283
0.87901396
0.8321102
0.9668623
0.85966897
0.8660478
1.0790949
0.98938876
0.87263995
0.75502086
0.8854759
0.735537
0.67050135
0.96805406
1.12094
1.4647167
1.1296985
0.8241791
1.1938156
1.0305461
0.9619507
0.89724827
0.8563388
0.89924926
0.85100955
0.90516496
1.0609226
0.9903749
0.96601945
0.9828038
1.0657254
0.8710424
0.7318665
0.8854344
0.9859856
0.8378469
0.7882817
0.51726866
0.5336826
1.0695274
1.0816035
0.7267684
0.66915613
0.890242
1.1013062
1.1636974
1.1355021
1.206413
1.1869961
1.1969154
0.97156537
0.8320176
0.79074645
0.9369411
0.8429202
0.811412
0.9265019
0.8622011
0.86712927
1.0416421
1.020594
0.9942089
0.9655791
0.99669814
0.97857165
0.7909809
0.85603094
0.8034435
0.70605093
1.0624311
1.1552153
1.4519875
1.1053584
0.9231381
1.4080518
1.0959433
0.8743189
0.77299106
0.8473091
1.1973662
1.245436
0.9163752
0.9866359
1.058619
1.0511714
0.9620775
1.1205329
1.098637
0.909069
1.0134097
1.0844646
1.0670564
0.96207535
0.69460213
0.38425404
0.528032
0.7718663
0.8809494
0.94367945
0.95168316
1.2394068
1.3821334
1.225777
1.0630478
1.1137499
1.1611849
0.9460614
0.79891145
0.7148531
0.90122896
0.99334955
1.0462433
1.0043664
0.78592616
0.87849844
1.0732173
0.9843042
0.91638404
0.98799765
0.99799705
0.87890744
0.7892391
0.7946815
0.9915614
1.1119963
1.222518
1.2636521
1.3595374
0.9418618
1.0833406
1.3065386
0.9523923
0.7297319
0.84874725
0.81856984
1.201812
1.3545732
1.1038901
0.8332369
0.88606083
0.8822645
0.89935255
0.8476319
1.1725422
0.9998832
0.9850336
1.0094436
0.9872787
1.1390139
1.1102048
0.6407253
0.26505148
0.47319198
0.7890162
1.0987974
1.182387
1.1772404
1.2777312
1.1496828
0.98237383
1.0452694
1.1324387
0.97368944
0.9287938
0.78545773
0.79947996
0.7314353
0.9049782
1.0288306
0.7725864
0.8300716
1.1465344
1.1001188
0.8877539
0.8580441
0.75759006
0.83498514
0.78975564
0.81377983
0.91675085
1.0074745
1.3107466
1.264378
1.2123754
0.80281913
1.1763568
1.5001616
0.88184595
0.7572867
0.84512824
0.8137967
1.0068262
1.1559851
0.9366718
0.6270695
0.7828996
0.7684376
0.6549389
0.8811119
1.2110537
1.2009746
1.0675762
0.84977007
0.7662709
0.9611466
0.9831728
0.74443436
0.6020191
0.63329023
0.6839225
0.9887146
0.99891645
1.0695306
0.9817196
0.7839977
0.8296616
0.7670487
1.1532599
1.1198976
0.9296048
1.1017555
0.9716766
1.0820596
1.106886
1.1975014
1.0798874
1.0156484
1.2240119
1.2381047
1.088208
0.8844353
0.770423
0.7072142
0.6749482
0.7560358
0.93353915
0.92190695
1.2465439
1.3677245
1.2861205
0.7404986
1.02228
1.370651
0.9615228
0.8715905
0.8822689
0.8321841
0.8590606
1.0069828
0.8959678
0.6153191
0.6505761
0.68813455
0.6566564
0.90434766
1.1091417
1.3603358
1.0192449
0.64652306
0.65498877
0.8818548
0.67497116
0.63717985
0.68327034
0.74209416
0.83213913
1.1885979
1.2359651
0.9532466
0.7787368
0.39871895
0.5675283
0.7582802
1.1047875
1.1025316
0.9319513
1.2475145
1.2911744
1.3571075
1.1047345
1.2243602
1.2778261
1.183109
0.92053294
1.1577928
1.0477068
0.9042198
0.8110249
0.81343544
0.72360075
0.74850225
1.0691537
0.9588188
1.1097033
1.3088421
1.3364706
0.8428732
0.84973705
1.2164811
0.9936658
1.0493208
1.0214256
0.94009995
0.82140267
0.86095935
0.89182675
0.7349769
0.7640407
0.80906415
0.7499777
0.96115947
1.0496058
0.91288435
0.8857967
0.92497957
0.9603355
0.9427331
0.67875254
0.9299366
0.9711822
0.8158276
0.8052056
1.0047857
0.9084437
0.5811954
0.62978625
0.48501897
0.70173115
0.9021557
1.0266579
0.86911976
1.0483557
1.1633228
1.2373805
1.3030341
1.1011811
1.3667061
1.2976294
1.0908158
0.90016675
0.903855
0.92520285
0.9767213
1.0262784
1.0254942
0.81405985
0.8379171
1.1065586
1.0090871
0.678998
0.9438664
1.4286549
1.0338197
0.8629543
1.222429
0.96928436
0.9537475
1.0621228
0.92191744
0.7383791
0.77583134
0.8067535
0.7801034
0.9350941
0.9470833
0.926636
0.9362066
1.0109544
1.0501341
0.9353039
0.91398597
0.8603815
0.7449604
0.64347875
0.747697
0.64528346
0.6812184
0.67496413
0.71847636
0.6467792
0.42701063
0.636253
0.849495
1.0342779
0.9816039
0.7997534
0.82035875
0.99717027
0.95286226
0.9905303
0.9484689
1.0455047
1.5083609
1.4163811
1.2251219
0.9557113
0.9789971
0.93590295
0.9612336
0.98558044
1.0247874
0.92377424
0.8977978
0.8646511
0.7882618
0.8196602
0.8678745
1.1791906
0.9120062
0.7989904
1.2186329
0.8777289
0.73899406
0.8790469
1.0415908
0.7490424
0.8670956
0.97125345
0.7951569
0.81616426
0.78293097
0.84156185
0.78930306
1.0382254
1.430114
1.2818388
0.9530623
0.97830665
1.0233843
0.7687
0.69376445
0.7474085
0.7609239
0.70212054
0.8048823
0.8119627
0.7762484
0.7845455
0.73838264
0.9272312
0.92984396
0.82631487
0.80836767
1.0030407
1.1961195
1.1391126
0.9112074
0.83586115
1.2175605
1.2954774
1.0357399
0.86550987
1.0315032
0.9898261
0.85345125
0.97297704
1.1097476
1.064265
1.0196742
0.9569526
0.8948786
0.96719956
1.045235
1.2283394
0.917748
0.8669818
1.248189
0.828841
0.8757705
1.0005293
1.1041138
1.0485668
0.8341318
0.8178768
0.86091757
0.7992205
0.8418789
0.91919875
0.8528087
1.0072026
1.4385741
1.2850401
1.0322185
1.0213606
1.2020743
0.8585376
0.71155864
0.842974
0.89283806
0.8847912
0.95168537
0.78573585
1.0012
0.83453095
0.8179287
0.91529155
0.9371067
0.87089443
0.7854544
0.87193096
0.94320405
0.8763993
1.0326867
1.0152191
1.1425045
1.2736484
1.2486386
1.1872054
1.0358915
1.0827371
0.7911898
0.6195531
0.7929995
0.93823314
1.0056908
0.999954
0.9027531
1.0281194
0.8322267
1.1838795
0.9936609
0.97541827
1.2327629
0.7257709
1.0057459
1.0165741
1.0714025
1.2034528
1.1002971
0.8234918
0.88139224
1.0547546
1.0958191
0.8846875
0.61288995
0.92268246
1.2434647
1.0024191
0.9749235
1.0335672
1.1354684
0.8847456
0.8111812
1.0227798
1.1063701
1.0325139
1.0721558
0.9720557
1.0835404
0.7068632
0.7168562
0.8789022
0.93487227
0.86433643
0.89613366
1.0337722
1.0795637
1.0330783
1.1876125
1.41173
1.4067304
1.2952441
1.0736754
1.047328
1.1502244
1.001083
0.83342135
0.6502077
0.81432045
0.93907803
0.887146
0.92476094
0.8344133
0.839671
0.8859249
1.4527311
1.065332
0.6648338
0.83588403
0.66461277
1.1179252
1.1929193
1.0669409
1.2045588
1.1378907
1.1276658
1.0836192
1.0215287
1.1994436
1.2994531
0.9488249
1.2261049
1.3448724
1.1033511
1.0397178
1.0515099
1.092286
1.034122
0.92992365
1.0129732
1.0494205
1.0192076
1.023553
0.9533669
0.91950196
0.6881418
0.7155416
0.8936429
0.9147495
0.9627031
1.1803318
1.1508644
1.1122836
1.0751525
1.3025665
1.4970976
1.5719751
1.4416058
1.1429632
1.1705295
1.1295179
0.86230195
0.9646016
1.0021021
0.92261887
0.84938216
0.8301903
0.8958108
0.8282082
0.82099277
0.9402104
1.3385981
0.8340448
0.8068819
1.0399177
0.94005704
1.1846535
1.3418168
1.338506
1.1106423
1.0730441
1.1592399
1.0903647
0.9383982
0.9157667
1.2301859
1.3337654
1.3467997
1.3439596
1.0411556
1.1166046
1.2400141
1.0071619
1.0945389
0.97004855
0.7883489
0.7016809
0.92929804
0.9576365
0.88831353
0.8415394
0.67634374
0.76063097
0.8793499
0.78624713
0.8476007
1.1045355
1.2793922
0.9501367
0.9194279
1.1952357
1.3755513
1.4233776
1.3665951
1.2053037
1.1291244
0.9499897
0.9120139
1.2167978
1.0745826
0.74296683
0.7405453
0.88973176
0.9847922
0.955854
0.93247706
1.1048224
1.4555981
1.0269246
1.0271885
1.3137138
0.8455448
0.8068236
1.2241465
1.4497288
1.4025972
1.206852
1.1073493
0.94439864
0.95676714
1.0201225
1.0768996
1.2335908
1.1933773
1.3481402
1.0921547
0.91876626
1.3040727
1.1928492
1.033759
1.129423
0.89279294
0.8273432
0.7956916
0.8568278
0.85653305
0.7054812
0.6672961
0.7316143
0.81925243
0.7647495
0.81531435
0.86136305
1.0783961
1.0575117
0.99528503
0.8070146
1.06445
1.2300333
1.2166477
1.2638946
1.1116238
0.98053694
0.91129756
1.0709462
0.8406915
0.7771852
0.75469697
0.860583
1.0163113
0.9529184
0.94554776
1.0586346
1.2358332
1.0257413
0.8242779
1.0907983
0.76526004
0.86511034
1.0597851
1.1616834
1.3417245
1.29826
0.97814
0.77831936
0.7664647
0.96663153
1.0077904
1.1100159
1.0403956
1.1319025
1.0513086
0.9514967
0.99907744
0.827325
0.81237066
1.0641762
1.0166326
0.9443952
0.76116526
0.8254656
0.8916652
0.9536711
0.9180557
0.9645889
0.9184109
0.86197716
0.87507015
0.92812425
1.1375711
1.1158658
1.0459307
0.8428532
1.0823852
1.2067285
0.96636045
1.0205864
1.0857023
0.8922145
0.86691463
1.0969788
1.1231382
0.8955124
0.88774854
0.82942426
0.94887465
0.89197445
0.8533771
0.8113154
1.1405839
0.8806852
0.7754996
1.1300051
0.79327416
0.87460816
0.9279097
0.8533765
1.1348839
1.2197542
0.9104475
0.7298237
0.694004
0.86292994
0.9548973
1.1016345
0.9143488
0.86064386
0.7653719
0.71421134
0.6975402
0.68091196
0.55670863
0.67333853
0.8438565
0.84838593
0.7625351
0.82987195
0.83936876
0.84558773
0.825682
0.8138151
0.9140171
0.90279067
0.98697186
1.1166637
1.1231403
1.0674355
0.956416
0.9726516
1.202805
1.133524
0.8543478
0.7414103
0.99117154
1.0169513
1.030801
1.1071222
1.0913996
0.89091307
0.7942428
0.84198576
0.91218305
0.9742398
0.9568248
1.0572225
1.2517399
0.94705623
0.7760297
1.1726769
0.9106797
1.0447972
1.0616658
0.85468626
0.91139704
0.99440545
0.8964381
0.70675457
0.6810941
0.794366
1.1244448
1.2598289
0.98340654
0.90189725
0.80171746
0.57908905
0.7053534
0.47016388
0.5318746
0.58572084
0.61711526
0.61495334
0.79916966
1.0383757
1.0939319
0.95417845
0.8869387
0.8352864
0.8469696
0.8245092
0.88199043
0.91428167
1.032832
1.0782573
1.0700474
0.9344905
1.1520841
0.8849654
0.7327456
0.58649445
0.69604194
0.8721484
0.8178185
0.86128473
1.068142
0.86893165
0.73517656
0.86139363
